,Movie,Distributor,Screen,Sales,Audience,Genre,Rate,Year,Month,Season,이경영,정인기,마동석,배성우,오달수,라미란,조진웅,김기천,한이진,오정세,CJEnM,LotteShop,Next,ShowBox,CJEnt
317,고死 두 번째 이야기: 교생실습,(주)넥스트엔터테인먼트월드(NEW),320,5901.045987,872594,공포(호러),15세이상관람가,2010,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318,열한시,씨제이이앤엠(주),512,6097.792,870785,스릴러,15세이상관람가,2013,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319,미확인 동영상 : 절대클릭금지,(주)쇼박스,361,5939.8405,867386,공포(호러),15세이상관람가,2012,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,숙명,씨제이엔터테인먼트,341,5680.8735,858215,드라마,청소년관람불가,2008,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,살인의뢰,씨네그루(주)다우기술,646,6986.456737,855980,범죄,청소년관람불가,2015,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,좋아해줘,씨제이이앤엠(주),637,6572.774337,848148,멜로/로맨스,12세이상관람가,2016,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,만추,씨제이엔터테인먼트,444,6300.5145,844103,멜로/로맨스,15세이상관람가,2011,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,대립군,이십세기폭스코리아(주),809,6276.963402,837500,드라마,15세이상관람가,2017,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,마린보이,씨제이엔터테인먼트,340,5565.284169,837059,액션,15세이상관람가,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,체포왕,롯데쇼핑㈜롯데엔터테인먼트,407,6146.6105,831804,코미디,15세이상관람가,2011,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,손님,씨제이이앤엠(주),634,6385.29588,827918,판타지,15세이상관람가,2015,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328,뽀로로 극장판 공룡섬 대모험,(주)넥스트엔터테인먼트월드(NEW),803,6203.8973,824079,애니메이션,전체관람가,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
329,남쪽으로 튀어,롯데쇼핑㈜롯데엔터테인먼트,428,5907.2975,821918,코미디,15세이상관람가,2013,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
330,레드슈즈,(주)넥스트엔터테인먼트월드(NEW),717,6102.92319,817547,애니메이션,전체관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,카트,(주)리틀빅픽쳐스,544,5809.735433,799275,드라마,12세이상관람가,2014,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,화이트: 저주의 멜로디,씨제이이앤엠(주),305,5587.166,790954,공포(호러),15세이상관람가,2011,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,상의원,"(주)쇼박스,(주)와우픽쳐스",466,6202.433964,790158,사극,15세이상관람가,2014,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,관능의 법칙,롯데쇼핑㈜롯데엔터테인먼트,591,5808.7895,773996,드라마,청소년관람불가,2014,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335,푸른소금,씨제이이앤엠(주),476,5739.8245,771699,액션,15세이상관람가,2011,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
336,나는 왕이로소이다,롯데쇼핑㈜롯데엔터테인먼트,471,5317.185404,768971,사극,12세이상관람가,2012,8,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
337,상류사회,롯데컬처웍스(주)롯데엔터테인먼트,867,6313.416163,768442,드라마,청소년관람불가,2018,8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
338,뽀로로 극장판 보물섬 대모험,(주)넥스트엔터테인먼트월드(NEW),736,5886.2689,766758,애니메이션,전체관람가,2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
339,레슬러,롯데쇼핑㈜롯데엔터테인먼트,957,6440.492657,765963,드라마,15세이상관람가,2018,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
340,모던보이,씨제이엔터테인먼트,373,4971.4209999999985,758473,드라마,12세이상관람가,2008,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
341,스플릿,오퍼스픽쳐스(유),702,6097.721539,757430,드라마,15세이상관람가,2016,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,주유소 습격사건 2,(주)시네마서비스,322,5466.499511,742475,액션,15세이상관람가,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,김씨표류기,(주)시네마서비스,288,4796.220849,733931,코미디,12세이상관람가,2009,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,더 파이브,씨제이이앤엠(주),501,5343.797,731212,스릴러,청소년관람불가,2013,11,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
345,순정만화,씨제이엔터테인먼트,386,4674.779333,730343,멜로/로맨스,12세이상관람가,2008,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,슬픔보다 더 슬픈 이야기,(주)쇼박스,353,4774.850499,724107,멜로/로맨스,15세이상관람가,2009,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,물괴,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티",1183,6104.164954,723414,액션,15세이상관람가,2018,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,미쓰백,(주)리틀빅픽쳐스,638,6027.243066,720558,드라마,15세이상관람가,2018,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,풍산개,(주)넥스트엔터테인먼트월드(NEW),286,5395.0195,714102,드라마,청소년관람불가,2011,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,국가대표 2,메가박스중앙(주)플러스엠,562,5424.324942,703024,드라마,12세이상관람가,2016,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
351,통증,롯데쇼핑㈜롯데엔터테인먼트,317,5207.167,693101,멜로/로맨스,15세이상관람가,2011,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
352,신비아파트: 금빛 도깨비와 비밀의 동굴,씨제이이앤엠(주),762,5001.24725,678091,애니메이션,전체관람가,2018,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,신비아파트 극장판 하늘도깨비 대 요르문간드,씨제이이앤엠(주),841,5299.94244,672122,애니메이션,전체관람가,2019,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
354,고양이: 죽음을 보는 두 개의 눈,(주)넥스트엔터테인먼트월드(NEW),304,4767.098,670295,공포(호러),15세이상관람가,2011,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
355,실종,(주)시너지하우스 (시너지),257,4415.413589,654587,범죄,청소년관람불가,2009,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,열정같은소리하고있네,(주)넥스트엔터테인먼트월드(NEW),566,4761.399902,654407,드라마,15세이상관람가,2015,11,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
357,그날의 분위기,(주)쇼박스,592,5142.899612,652453,멜로/로맨스,15세이상관람가,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358,여고괴담 5,롯데쇼핑㈜롯데엔터테인먼트,318,4205.826795,652097,공포(호러),15세이상관람가,2009,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
359,울학교 이티,에스케이텔레콤(주),298,4156.170833,651439,드라마,15세이상관람가,2008,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,아빠는 딸,메가박스중앙(주)플러스엠,520,5047.634395,646412,코미디,12세이상관람가,2017,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,사냥,롯데쇼핑㈜롯데엔터테인먼트,696,4912.658515,645922,액션,15세이상관람가,2016,6,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
362,나를 찾아줘,워너브러더스 코리아(주),875,5117.01462,645082,스릴러,15세이상관람가,2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,광대들: 풍문조작단,워너브러더스 코리아(주),806,5226.776088000001,637021,사극,12세이상관람가,2019,8,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
364,널 기다리며,(주)넥스트엔터테인먼트월드(NEW),551,5232.611336,634953,스릴러,청소년관람불가,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,플랜맨,롯데쇼핑㈜롯데엔터테인먼트,458,4528.5615579999985,632299,드라마,15세이상관람가,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,핸드폰,에스케이텔레콤(주),356,4271.780582,630049,스릴러,청소년관람불가,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,조선마술사,롯데쇼핑㈜롯데엔터테인먼트,608,4650.016527000002,628576,드라마,12세이상관람가,2015,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,다찌마와리,(주)쇼박스,299,4131.701167,628508,액션,12세이상관람가,2008,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369,홍길동의 후예,에스케이텔레콤(주),380,4293.061087,616654,액션,12세이상관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,특종: 량첸살인기,롯데쇼핑㈜롯데엔터테인먼트,776,4754.763118,616481,스릴러,15세이상관람가,2015,10,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
371,미쓰GO,(주)넥스트엔터테인먼트월드(NEW),440,4441.859,611685,액션,15세이상관람가,2012,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
372,서부전선,롯데쇼핑㈜롯데엔터테인먼트,509,4751.6614,609063,전쟁,12세이상관람가,2015,9,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
373,이층의 악당,(주)싸이더스,384,4332.815318,605224,코미디,15세이상관람가,2010,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,반가운 살인자,롯데쇼핑㈜롯데엔터테인먼트,261,4347.073175,599176,코미디,15세이상관람가,2010,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,우는 남자,씨제이이앤엠(주),508,4883.7408,599050,액션,청소년관람불가,2014,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,황제를 위하여,유나이티드픽처스(주),423,4751.881771,592041,액션,청소년관람불가,2014,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,패션왕,(주)넥스트엔터테인먼트월드(NEW),523,4338.223379,591125,코미디,15세이상관람가,2014,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,뜨거운 것이 좋아,(주)시네마서비스,256,3790.235833,590409,드라마,15세이상관람가,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,극장판 헬로카봇 : 달나라를 구해줘!,롯데컬처웍스(주)롯데엔터테인먼트,889,4553.43415,587818,애니메이션,전체관람가,2019,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,퀴즈왕,(주)시네마서비스,323,4258.992759000002,583183,코미디,15세이상관람가,2010,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,고고 70,(주)쇼박스,362,3795.149333,581468,드라마,15세이상관람가,2008,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,극장판 헬로카봇: 옴파로스 섬의 비밀,(주)넥스트엔터테인먼트월드(NEW),752,4485.90514,575353,애니메이션,전체관람가,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383,파파,롯데쇼핑㈜롯데엔터테인먼트,414,3866.0655,562156,가족,12세이상관람가,2012,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,슈퍼맨이었던 사나이,씨제이엔터테인먼트,388,3688.309333,559705,드라마,전체관람가,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,양자물리학,(주)메리크리스마스,799,4526.47838,553879,범죄,15세이상관람가,2019,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,점박이 한반도의 공룡2 : 새로운 낙원,(주)넥스트엔터테인먼트월드(NEW),672,4293.0733,550059,애니메이션,전체관람가,2018,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
387,너는 펫,롯데쇼핑㈜롯데엔터테인먼트,341,3798.398,540972,멜로/로맨스,12세이상관람가,2011,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,트럭,(주)싸이더스,257,3668.218,540485,범죄,청소년관람불가,2008,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,미쓰 홍당무,(주)벤티지홀딩스,290,3564.401608,532324,드라마,청소년관람불가,2008,10,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
390,사이코메트리,씨제이이앤엠(주),429,3964.769129,531953,미스터리,청소년관람불가,2013,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
391,버닝,CGV아트하우스,739,4714.345098,528153,미스터리,청소년관람불가,2018,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,챔프,(주)쇼박스,288,3805.721,528149,드라마,12세이상관람가,2011,9,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
393,7년의 밤,씨제이이앤엠(주),872,3969.337524,528007,스릴러,15세이상관람가,2018,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,몬스터,롯데쇼핑㈜롯데엔터테인먼트,527,4136.202515,526282,스릴러,청소년관람불가,2014,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
395,헬머니,(주)넥스트엔터테인먼트월드(NEW),422,4096.1419719999985,519983,코미디,청소년관람불가,2015,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
396,가려진 시간,(주)쇼박스,884,3946.4624,510878,드라마,12세이상관람가,2016,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
397,남자사용설명서,(주)쇼박스,372,3602.049257,507257,코미디,15세이상관람가,2013,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
398,아부의 왕,롯데쇼핑㈜롯데엔터테인먼트,428,3511.1025,497880,코미디,15세이상관람가,2012,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,캐치미,롯데쇼핑㈜롯데엔터테인먼트,517,3387.483,492773,코미디,12세이상관람가,2013,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
400,무서운 이야기 2,롯데쇼핑㈜롯데엔터테인먼트,337,3375.4725,492465,미스터리,15세이상관람가,2013,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401,불량남녀,(주)쇼박스,345,3619.026909,491207,코미디,15세이상관람가,2010,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
402,또 하나의 약속,영화사올(주),192,3470.1844,489409,드라마,12세이상관람가,2014,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,침묵,씨제이이앤엠(주),634,3873.542364,487897,드라마,15세이상관람가,2017,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
404,해어화,롯데쇼핑㈜롯데엔터테인먼트,572,3763.852759,485083,사극,15세이상관람가,2016,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
405,계춘할망,(주)콘텐츠 난다긴다,526,3589.317348,480987,가족,15세이상관람가,2016,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,소녀괴담,(주)리틀빅픽쳐스,455,3546.340054,480528,미스터리,15세이상관람가,2014,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,조선미녀삼총사,(주)쇼박스,388,3471.341321,480361,코미디,12세이상관람가,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
408,친정엄마,(주)싸이더스,276,3367.901082,478822,드라마,전체관람가,2010,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,넛잡: 땅콩 도둑들,(주)싸이더스,382,3280.6081,478392,애니메이션,전체관람가,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"로봇, 소리",롯데쇼핑㈜롯데엔터테인먼트,609,3519.59556,476665,드라마,12세이상관람가,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,변산,메가박스중앙(주)플러스엠,763,3886.052473,474137,드라마,15세이상관람가,2018,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,위험한 상견례 2,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",429,3575.384754,472693,멜로/로맨스,15세이상관람가,2015,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,카운트다운,"(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)",341,3630.557,471547,드라마,청소년관람불가,2011,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,식객2 : 김치전쟁,롯데쇼핑㈜롯데엔터테인먼트,357,3298.814209,471103,드라마,전체관람가,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
415,달콤한 거짓말,씨제이엔터테인먼트,339,3116.983744,470256,멜로/로맨스,12세이상관람가,2008,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,리얼,씨제이이앤엠(주),970,3357.31253,470105,액션,청소년관람불가,2017,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,페이스메이커,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",412,3443.753,467697,드라마,12세이상관람가,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,순수의 시대,씨제이이앤엠(주),546,3702.353828,465492,사극,청소년관람불가,2015,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
419,동네사람들,(주)리틀빅픽쳐스,731,3797.676112,459020,액션,15세이상관람가,2018,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,노브레싱,(주)나이너스엔터테인먼트,584,2991.824739,451669,드라마,15세이상관람가,2013,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,원더풀 고스트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",351,3720.9316,450374,코미디,12세이상관람가,2018,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,대한민국 1%,롯데쇼핑㈜롯데엔터테인먼트,287,2280.762516,447569,드라마,12세이상관람가,2010,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,반드시 잡는다,(주)넥스트엔터테인먼트월드(NEW),565,3324.033772,446379,스릴러,15세이상관람가,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
424,뽀로로 극장판 컴퓨터 왕국 대모험,(주)넥스트엔터테인먼트월드(NEW),544,3290.5827,445014,애니메이션,전체관람가,2015,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,오감도,(주)시너지하우스 (시너지),302,3107.441952,443462,드라마,청소년관람불가,2009,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,10억,(주)싸이더스,252,3142.668973,438833,스릴러,15세이상관람가,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,감쪽같은 그녀,메가박스중앙(주)플러스엠,761,3377.51179,436205,드라마,전체관람가,2019,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,아기와 나,(주)프라임엔터테인먼트,217,2667.055,435551,드라마,12세이상관람가,2008,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,원라인,(주)넥스트엔터테인먼트월드(NEW),613,3310.122433,433825,범죄,15세이상관람가,2017,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430,"협녀, 칼의 기억",롯데쇼핑㈜롯데엔터테인먼트,572,3360.045489,431310,사극,15세이상관람가,2015,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
431,창수,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",415,3146.542,429141,드라마,청소년관람불가,2013,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,오피스,(주)리틀빅픽쳐스,425,3354.08623,428429,스릴러,15세이상관람가,2015,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,모비딕,(주)쇼박스,377,3246.572,428139,스릴러,15세이상관람가,2011,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
434,두 개의 달,롯데쇼핑㈜롯데엔터테인먼트,347,2944.786748,425972,공포(호러),15세이상관람가,2012,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
435,나를 잊지 말아요,씨제이이앤엠(주),559,3398.915,425799,멜로/로맨스,15세이상관람가,2016,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
436,티끌모아 로맨스,필라멘트픽쳐스,294,2942.2535,424002,멜로/로맨스,15세이상관람가,2011,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,기다리다 미쳐,(주)시네마서비스,239,2725.342667000001,422363,멜로/로맨스,15세이상관람가,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,흥부: 글로 세상을 바꾼 자,롯데쇼핑㈜롯데엔터테인먼트,627,3381.0502,416303,사극,12세이상관람가,2018,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
439,늑대소년-확장판,씨제이이앤엠(주),278,2868.3025,414083,멜로/로맨스,15세이상관람가,2012,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
440,극장판 공룡메카드: 타이니소어의 섬,(주)넥스트엔터테인먼트월드(NEW),763,3140.21442,410131,애니메이션,전체관람가,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,넛잡 2,롯데쇼핑㈜롯데엔터테인먼트,526,3038.9451,407727,애니메이션,전체관람가,2017,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
442,좋은 친구들,씨제이이앤엠(주),371,3201.527031,404456,범죄,청소년관람불가,2014,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
443,사랑이 무서워,롯데쇼핑㈜롯데엔터테인먼트,290,2992.783,397923,코미디,15세이상관람가,2011,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,내 심장을 쏴라,"(주)리틀빅픽쳐스,(주)이수C&E",452,2856.859132,387409,드라마,15세이상관람가,2015,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,나의 독재자,롯데쇼핑㈜롯데엔터테인먼트,654,2906.692546,385934,드라마,15세이상관람가,2014,10,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
446,보통사람,오퍼스픽쳐스(유),621,2956.397623,383336,드라마,15세이상관람가,2017,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
447,소수의견,(주)시네마서비스,398,2891.431205,383332,드라마,15세이상관람가,2015,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,대장 김창수,"(주)키다리이엔티,주식회사 키위컴퍼니",748,2871.905115,380581,드라마,12세이상관람가,2017,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
449,경성학교: 사라진 소녀들,롯데쇼핑㈜롯데엔터테인먼트,489,2749.0277,356342,미스터리,15세이상관람가,2015,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,석조저택 살인사건,(주)키다리이엔티,539,2815.742886,351830,스릴러,15세이상관람가,2017,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,커플즈,(주)싸이더스,387,2646.5785,351779,멜로/로맨스,15세이상관람가,2011,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452,싱글라이더,워너브러더스 코리아(주),576,2685.519021,351276,드라마,15세이상관람가,2017,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,7호실,롯데쇼핑㈜롯데엔터테인먼트,629,2677.284639,347790,코미디,15세이상관람가,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,치외법권,판씨네마(주),446,2664.941005,346483,액션,15세이상관람가,2015,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
455,러브 유어셀프 인 서울,씨제이 씨지브이(CJ CGV)(주),224,3209.6829,342366,공연,전체관람가,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,하이힐,롯데쇼핑㈜롯데엔터테인먼트,385,2735.9725,339844,범죄,청소년관람불가,2014,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
457,음치 클리닉,롯데쇼핑㈜롯데엔터테인먼트,360,2248.238,338168,멜로/로맨스,12세이상관람가,2012,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
458,맨발의 꿈,(주)쇼박스,333,2413.427097,338080,드라마,전체관람가,2010,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459,허스토리,(주)넥스트엔터테인먼트월드(NEW),696,2521.025949,336822,드라마,12세이상관람가,2018,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
460,브링 더 소울 : 더 무비,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",569,2902.500310000001,336074,기타,전체관람가,2019,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,미나문방구,롯데쇼핑㈜롯데엔터테인먼트,385,2247.0170000000007,334323,드라마,전체관람가,2013,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462,무서운 이야기,롯데쇼핑㈜롯데엔터테인먼트,274,2452.368566,331760,공포(호러),청소년관람불가,2012,7,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
463,희생부활자,(주)쇼박스,781,2515.479835,323628,미스터리,15세이상관람가,2017,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464,정승필 실종사건,롯데쇼핑㈜롯데엔터테인먼트,238,2321.588076,322459,코미디,15세이상관람가,2009,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
465,도리화가,씨제이이앤엠(주),563,2246.950339,317505,사극,12세이상관람가,2015,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466,세상에서 가장 아름다운 이별,(주)넥스트엔터테인먼트월드(NEW),340,2295.8975,316788,드라마,15세이상관람가,2011,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,레드카펫,(주)프레인글로벌,385,2404.45858,316780,멜로/로맨스,15세이상관람가,2014,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468,번 더 스테이지: 더 무비,월트디즈니컴퍼니코리아 유한책임회사,243,2671.3919,315010,기타,전체관람가,2018,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,마이 블랙 미니드레스,씨제이이앤엠(주),325,2318.8845,313953,드라마,15세이상관람가,2011,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,위대한 소원,(주)넥스트엔터테인먼트월드(NEW),524,2438.260213,308180,코미디,15세이상관람가,2016,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,덕구,메가박스중앙(주)플러스엠,544,2320.8197,306126,드라마,전체관람가,2018,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,미성년,(주)쇼박스,673,2493.76995,293258,드라마,15세이상관람가,2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,호우시절,(주)넥스트엔터테인먼트월드(NEW),334,2165.019514,291143,멜로/로맨스,15세이상관람가,2009,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
