,순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분
378,379.0,무서운 이야기 2,"김성호,김휘,정범식,민규동","(주)수필름,데이지엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2013-06-05,개봉영화,옴니버스,한국,337,"3,375,472,500","492,465","766,405,500","105,175",미스터리,15세이상관람가,일반영화
379,380.0,불량남녀,신근호,"㈜트라이앵글픽쳐스,㈜비오비시네마",(주)쇼박스,2010-11-04,개봉영화,장편,한국,345,"3,619,026,909","491,207","925,175,000","119,059",코미디,15세이상관람가,일반영화
380,381.0,또 하나의 약속,김태윤,"(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스",영화사올(주),2014-02-06,개봉영화,장편,한국,192,"3,470,184,400","489,409","895,346,100","117,256",드라마,12세이상관람가,일반영화
381,382.0,침묵,정지우,(주)용필름,씨제이이앤엠(주),2017-11-02,개봉영화,장편,한국,634,"3,873,542,364","487,897","1,140,873,764","139,002",드라마,15세이상관람가,일반영화
382,383.0,해어화,박흥식,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,2016-04-13,개봉영화,장편,한국,572,"3,763,852,759","485,083","1,147,859,410","143,843",사극,15세이상관람가,일반영화
383,384.0,계춘할망,창,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,2016-05-19,개봉영화,장편,한국,526,"3,589,317,348","480,987","848,101,748","109,124",가족,15세이상관람가,일반영화
384,385.0,소녀괴담,오인천,"(주)고스트픽처스,(주)주피터필름",(주)리틀빅픽쳐스,2014-07-02,개봉영화,장편,한국,455,"3,546,340,054","480,528","707,926,554","92,017",미스터리,15세이상관람가,일반영화
385,386.0,조선미녀삼총사,박제현,(주)웰메이드필름,(주)쇼박스,2014-01-29,개봉영화,장편,한국,388,"3,471,341,321","480,361","742,552,321","98,335",코미디,12세이상관람가,일반영화
386,387.0,친정엄마,유성엽,"(주)동아수출공사,아일랜드픽처스(주)",(주)싸이더스,2010-04-22,개봉영화,장편,한국,276,"3,367,901,082","478,822","956,688,000","129,750",드라마,전체관람가,일반영화
387,388.0,넛잡: 땅콩 도둑들,피터 레페니오티스,"(주)레드로버,툰박스 엔터테인먼트",(주)싸이더스,2014-01-29,개봉영화,장편,한국,382,"3,280,608,100","478,392","796,865,300","109,813",애니메이션,전체관람가,일반영화
388,389.0,"로봇, 소리",이호재,"(주)영화사 좋은날,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,2016-01-27,개봉영화,장편,한국,609,"3,519,595,560","476,665","951,166,060","126,118",드라마,12세이상관람가,일반영화
389,390.0,변산,이준익,변산문화산업전문(유),메가박스중앙(주)플러스엠,2018-07-04,개봉영화,장편,한국,763,"3,886,052,473","474,137","1,063,654,573","126,389",드라마,15세이상관람가,일반영화
390,391.0,위험한 상견례 2,김진영,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",2015-04-29,개봉영화,장편,한국,429,"3,575,384,754","472,693","738,570,754","93,940",멜로/로맨스,15세이상관람가,일반영화
391,392.0,카운트다운,허종호,(주)영화사봄,"(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)",2011-09-29,개봉영화,장편,한국,341,"3,630,557,000","471,547","1,289,489,000","159,087",드라마,청소년관람불가,일반영화
392,393.0,식객2 : 김치전쟁,"백동훈,김길형",㈜이룸영화사,롯데쇼핑㈜롯데엔터테인먼트,2010-01-28,개봉영화,장편,한국,357,"3,298,814,209","471,103","958,627,500","127,932",드라마,전체관람가,일반영화
393,394.0,리얼,이사랑,(주)코브픽쳐스,씨제이이앤엠(주),2017-06-28,개봉영화,장편,한국,970,"3,357,312,530","470,105","1,117,674,930","152,609",액션,청소년관람불가,일반영화
394,395.0,페이스메이커,김달중,"(주)드림캡쳐,(주)에이트볼픽쳐스 ,(주)필통픽쳐스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-01-18,개봉영화,장편,한국,412,"3,443,753,000","467,697","1,074,184,000","139,734",드라마,12세이상관람가,일반영화
395,396.0,마담 뺑덕,임필성,(주)영화사동물의왕국,씨제이이앤엠(주),2014-10-02,개봉영화,장편,한국,536,"3,685,882,590","465,749","1,100,816,390","133,245",멜로/로맨스,청소년관람불가,일반영화
396,397.0,순수의 시대,안상훈,"(주)화인웍스,(주)키메이커",씨제이이앤엠(주),2015-03-05,개봉영화,장편,한국,546,"3,702,353,828","465,492","1,047,948,228","125,716",사극,청소년관람불가,일반영화
397,398.0,동네사람들,임진순,(주)데이드림,(주)리틀빅픽쳐스,2018-11-07,개봉영화,장편,한국,731,"3,797,676,112","459,020","709,340,562","82,070",액션,15세이상관람가,일반영화
398,399.0,노브레싱,조용선,"(주)영화사유랑,(주)팝콘에프앤엠,(주)더샘컴퍼니",(주)나이너스엔터테인먼트,2013-10-30,개봉영화,장편,한국,584,"2,991,824,739","451,669","802,364,239","113,253",드라마,15세이상관람가,일반영화
399,400.0,원더풀 고스트,조원희,(주)데이드림엔터테인먼트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2018-09-26,개봉영화,장편,한국,351,"3,720,931,600","450,374","783,246,100","92,593",코미디,12세이상관람가,일반영화
400,401.0,대한민국 1%,조명남,㈜기억속의매미,롯데쇼핑㈜롯데엔터테인먼트,2010-05-05,개봉영화,장편,한국,287,"2,280,762,516","447,569","545,735,500","111,248",드라마,12세이상관람가,일반영화
401,402.0,반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",(주)넥스트엔터테인먼트월드(NEW),2017-11-29,개봉영화,장편,한국,565,"3,324,033,772","446,379","794,998,472","102,380",스릴러,15세이상관람가,일반영화
402,403.0,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),2015-12-10,개봉영화,장편,한국,544,"3,290,582,700","445,014","659,878,500","84,092",애니메이션,전체관람가,일반영화
403,404.0,오감도,"허진호,오기환","데이지엔터테인먼트,(주)컬처캡미디어",(주)시너지하우스 (시너지),2009-07-09,개봉영화,옴니버스,한국,302,"3,107,441,952","443,462","1,080,324,500","144,583",드라마,청소년관람불가,일반영화
404,405.0,10억,조민호,(주)이든픽쳐스,(주)싸이더스,2009-08-06,개봉영화,장편,한국,252,"3,142,668,973","438,833","919,393,500","120,650",스릴러,15세이상관람가,일반영화
405,406.0,감쪽같은 그녀,허인무,(주)지오필름,메가박스중앙(주)플러스엠,2019-12-04,개봉영화,장편,한국,761,"3,377,511,790","436,205","658,294,480","83,166",드라마,전체관람가,일반영화
406,407.0,원라인,양경모,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),2017-03-29,개봉영화,장편,한국,613,"3,310,122,433","433,825","807,184,333","101,624",범죄,15세이상관람가,일반영화
407,408.0,"협녀, 칼의 기억",박흥식,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,2015-08-13,개봉영화,장편,한국,572,"3,360,045,489","431,310","999,537,689","123,013",사극,15세이상관람가,일반영화
408,409.0,창수,이덕희,"영화사 아람(주),(주)마이더스필름","(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",2013-11-28,개봉영화,장편,한국,415,"3,146,542,000","429,141","740,934,000","96,526",드라마,청소년관람불가,일반영화
409,410.0,오피스,홍원찬,(주)영화사꽃,(주)리틀빅픽쳐스,2015-09-03,개봉영화,장편,한국,425,"3,354,086,230","428,429","801,709,530","97,876",스릴러,15세이상관람가,일반영화
410,411.0,모비딕,박인제,"(주)쇼박스,(주)팔레트픽처스",(주)쇼박스,2011-06-09,개봉영화,장편,한국,377,"3,246,572,000","428,139","1,086,129,500","135,442",스릴러,15세이상관람가,일반영화
411,412.0,두 개의 달,김동빈,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2012-07-12,개봉영화,장편,한국,347,"2,944,786,748","425,972","605,667,102","83,100",공포(호러),15세이상관람가,일반영화
412,413.0,나를 잊지 말아요,이윤정,(주)더블유 팩토리,씨제이이앤엠(주),2016-01-07,개봉영화,장편,한국,559,"3,398,915,000","425,799","980,935,100","117,670",멜로/로맨스,15세이상관람가,일반영화
413,414.0,티끌모아 로맨스,김정환,"(주)아이에이치큐,㈜인디스토리",필라멘트픽쳐스,2011-11-10,개봉영화,장편,한국,294,"2,942,253,500","424,002","755,646,500","101,133",멜로/로맨스,15세이상관람가,일반영화
414,415.0,흥부: 글로 세상을 바꾼 자,조근현,"(주)영화사 궁,(주)발렌타인필름",롯데쇼핑㈜롯데엔터테인먼트,2018-02-14,개봉영화,장편,한국,627,"3,381,050,200","416,303","886,785,300","107,570",사극,12세이상관람가,일반영화
415,416.0,무뢰한,오승욱,(주)사나이픽처스,CGV아트하우스,2015-05-27,개봉영화,장편,한국,482,"3,262,087,431","414,626","1,116,340,931","136,987",멜로/로맨스,청소년관람불가,일반영화
416,417.0,늑대소년-확장판,조성희,(주)영화사비단길,씨제이이앤엠(주),2012-12-06,개봉영화,장편,한국,278,"2,868,302,500","414,083","767,129,500","105,940",멜로/로맨스,15세이상관람가,일반영화
417,418.0,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),2019-01-10,개봉영화,장편,한국,763,"3,140,214,420","410,131","535,720,640","66,881",애니메이션,전체관람가,일반영화
418,419.0,넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2017-10-03,개봉영화,장편,한국,526,"3,038,945,100","407,727","513,530,500","66,475",애니메이션,전체관람가,일반영화
419,420.0,좋은 친구들,이도윤,"오퍼스픽쳐스(유),굿초이스컷픽쳐스(주)",씨제이이앤엠(주),2014-07-10,개봉영화,장편,한국,371,"3,201,527,031","404,456","869,573,831","104,800",범죄,청소년관람불가,일반영화
420,421.0,사랑이 무서워,정우철,"(주)위픽쳐스,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,2011-03-10,개봉영화,장편,한국,290,"2,992,783,000","397,923","706,539,500","88,089",코미디,15세이상관람가,일반영화
421,422.0,내 심장을 쏴라,문제용,(주)주피터필름,"(주)리틀빅픽쳐스,(주)이수C&E",2015-01-28,개봉영화,장편,한국,452,"2,856,859,132","387,409","602,511,932","79,237",드라마,15세이상관람가,일반영화
422,423.0,나의 독재자,이해준,반짝반짝영화사(주),롯데쇼핑㈜롯데엔터테인먼트,2014-10-30,개봉영화,장편,한국,654,"2,906,692,546","385,934","882,787,046","111,369",드라마,15세이상관람가,일반영화
423,424.0,보통사람,김봉한,"(주)트리니티엔터테인먼트,(주)영화사장춘",오퍼스픽쳐스(유),2017-03-23,개봉영화,장편,한국,621,"2,956,397,623","383,336","736,134,723","92,067",드라마,15세이상관람가,일반영화
424,425.0,소수의견,김성제,(주)하리마오픽쳐스,(주)시네마서비스,2015-06-24,개봉영화,장편,한국,398,"2,891,431,205","383,332","998,799,305","128,825",드라마,15세이상관람가,일반영화
425,426.0,대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어","(주)키다리이엔티,주식회사 키위컴퍼니",2017-10-19,개봉영화,장편,한국,748,"2,871,905,115","380,581","740,794,715","93,920",드라마,12세이상관람가,일반영화
426,427.0,경성학교: 사라진 소녀들,이해영,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,2015-06-18,개봉영화,장편,한국,489,"2,749,027,700","356,342","726,924,400","90,270",미스터리,15세이상관람가,일반영화
427,428.0,석조저택 살인사건,"정식,김휘",주식회사 영화사다,(주)키다리이엔티,2017-05-09,개봉영화,장편,한국,539,"2,815,742,886","351,830","765,636,486","92,471",스릴러,15세이상관람가,일반영화
428,429.0,커플즈,정용기,"시오필름(주),(주)바른손이앤에이",(주)싸이더스,2011-11-02,개봉영화,장편,한국,387,"2,646,578,500","351,779","891,317,000","112,135",멜로/로맨스,15세이상관람가,일반영화
429,430.0,싱글라이더,이주영,(주)퍼펙트스톰필름,워너브러더스 코리아(주),2017-02-22,개봉영화,장편,한국,576,"2,685,519,021","351,276","945,782,821","119,087",드라마,15세이상관람가,일반영화
430,431.0,7호실,이용승,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,개봉영화,장편,한국,629,"2,677,284,639","347,790","784,052,239","98,086",코미디,15세이상관람가,일반영화
431,432.0,치외법권,신동엽,"(주)유니프로,(주)스톰픽쳐스코리아",판씨네마(주),2015-08-27,개봉영화,장편,한국,446,"2,664,941,005","346,483","586,388,005","72,126",액션,15세이상관람가,일반영화
432,434.0,하이힐,장진,(주)장차앤코,롯데쇼핑㈜롯데엔터테인먼트,2014-06-03,개봉영화,장편,한국,385,"2,735,972,500","339,844","789,047,000","94,895",범죄,청소년관람불가,일반영화
433,435.0,음치 클리닉,김진영,(주)전망좋은 영화사,롯데쇼핑㈜롯데엔터테인먼트,2012-11-29,개봉영화,장편,한국,360,"2,248,238,000","338,168","629,586,000","93,656",멜로/로맨스,12세이상관람가,일반영화
434,436.0,맨발의 꿈,김태균,"(주)캠프비,(주)쇼박스",(주)쇼박스,2010-06-24,개봉영화,장편,한국,333,"2,413,427,097","338,080","739,154,500","99,528",드라마,전체관람가,일반영화
435,437.0,허스토리,민규동,(주)수필름,(주)넥스트엔터테인먼트월드(NEW),2018-06-27,개봉영화,장편,한국,696,"2,521,025,949","336,822","774,252,049","101,169",드라마,12세이상관람가,일반영화
436,438.0,브링 더 소울 : 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트","CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",2019-08-07,개봉영화,장편,한국,569,"2,902,500,310","336,074","952,482,010","102,179",기타,전체관람가,일반영화
437,439.0,미나문방구,정익환,(주)별의별,롯데쇼핑㈜롯데엔터테인먼트,2013-05-16,개봉영화,장편,한국,385,"2,247,017,000","334,323","569,411,500","81,804",드라마,전체관람가,일반영화
438,440.0,무서운 이야기,"정범식,임대웅,홍지영,김곡,김선,민규동","(주)수필름,데이지엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2012-07-25,개봉영화,옴니버스,한국,274,"2,452,368,566","331,760","677,799,507","87,835",공포(호러),청소년관람불가,일반영화
439,441.0,희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",(주)쇼박스,2017-10-12,개봉영화,장편,한국,781,"2,515,479,835","323,628","524,639,435","64,620",미스터리,15세이상관람가,일반영화
440,442.0,정승필 실종사건,강석범,화이트리시네마,롯데쇼핑㈜롯데엔터테인먼트,2009-10-08,개봉영화,장편,한국,238,"2,321,588,076","322,459","552,275,500","72,009",코미디,15세이상관람가,일반영화
441,443.0,극적인 하룻밤,하기호,"(주)연우무대,(주)인사이드픽쳐스",CGV아트하우스,2015-12-03,개봉영화,장편,한국,434,"2,610,929,429","320,923","778,081,829","92,279",멜로/로맨스,청소년관람불가,일반영화
442,444.0,도리화가,이종필,"(주)영화사 담담,(주)어바웃필름",씨제이이앤엠(주),2015-11-25,개봉영화,장편,한국,563,"2,246,950,339","317,505","697,116,939","91,714",사극,12세이상관람가,일반영화
443,445.0,세상에서 가장 아름다운 이별,민규동,(주)수필름,(주)넥스트엔터테인먼트월드(NEW),2011-04-20,개봉영화,장편,한국,340,"2,295,897,500","316,788","830,311,000","109,685",드라마,15세이상관람가,일반영화
444,446.0,레드카펫,박범수,"씨네주(유),(주)누리픽쳐스",(주)프레인글로벌,2014-10-23,개봉영화,장편,한국,385,"2,404,458,580","316,780","602,676,380","75,397",멜로/로맨스,15세이상관람가,일반영화
445,447.0,번 더 스테이지: 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",월트디즈니컴퍼니코리아 유한책임회사,2018-11-15,개봉영화,장편,한국,243,"2,671,391,900","315,010","776,472,800","87,249",기타,전체관람가,일반영화
446,448.0,마이 블랙 미니드레스,허인무,(주)토리픽쳐스,씨제이이앤엠(주),2011-03-24,개봉영화,장편,한국,325,"2,318,884,500","313,953","741,903,500","95,622",드라마,15세이상관람가,일반영화
447,449.0,위대한 소원,남대중,주식회사 브레인샤워,(주)넥스트엔터테인먼트월드(NEW),2016-04-21,개봉영화,장편,한국,524,"2,438,260,213","308,180","557,547,213","67,347",코미디,15세이상관람가,일반영화
448,450.0,덕구,방수인,"(주)영화사두둥,(주)곰픽쳐스",메가박스중앙(주)플러스엠,2018-04-05,개봉영화,장편,한국,544,"2,320,819,700","306,126","399,790,500","50,850",드라마,전체관람가,일반영화
449,452.0,미성년,김윤석,"(주)영화사레드피터,(주)화이브라더스코리아",(주)쇼박스,2019-04-11,개봉영화,장편,한국,673,"2,493,769,950","293,258","856,799,740","98,387",드라마,15세이상관람가,일반영화
450,453.0,호우시절,허진호,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2009-10-08,개봉영화,장편,한국,334,"2,165,019,514","291,143","1,033,970,500","133,168",멜로/로맨스,15세이상관람가,일반영화
451,454.0,배심원들,홍승완,반짝반짝영화사(주),CGV아트하우스,2019-05-15,개봉영화,장편,한국,784,"2,303,130,090","288,113","724,211,930","86,835",드라마,12세이상관람가,일반영화
452,455.0,혼숨,이두환,(주)무비스퀘어,(주)프레인글로벌,2016-10-26,개봉영화,장편,한국,498,"2,258,422,445","288,016","374,477,045","45,099",공포(호러),15세이상관람가,일반영화
453,456.0,기방도령,남대중,"주식회사 브레인샤워,(주)제이와이피픽쳐스",판씨네마(주),2019-07-10,개봉영화,장편,한국,625,"2,327,760,190","286,806","546,588,070","65,509",코미디,15세이상관람가,일반영화
454,457.0,네버엔딩 스토리,정용주,아일랜드픽처스(주),(주)화앤담이엔티,2012-01-18,개봉영화,장편,한국,269,"2,106,823,000","283,449","638,022,000","81,476",코미디,15세이상관람가,일반영화
455,458.0,다이노 타임,"최윤석,존 카프카",주식회사 토이온,씨제이이앤엠(주),2015-04-30,개봉영화,장편,한국,430,"2,099,683,100","283,300","405,724,600","52,818",애니메이션,전체관람가,일반영화
456,459.0,극장판 안녕 자두야,손석우,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),2016-05-04,개봉영화,장편,한국,523,"2,124,832,300","278,914","377,332,100","46,697",애니메이션,전체관람가,일반영화
457,460.0,요가학원,윤재연,오퍼스픽쳐스(유),(주)싸이더스,2009-08-20,개봉영화,장편,한국,251,"1,947,834,107","271,514","513,226,500","67,792",공포(호러),15세이상관람가,일반영화
458,461.0,가비,장윤현,(주)오션필름,(주)시네마서비스,2012-03-15,개봉영화,장편,한국,339,"1,969,360,500","270,602","632,097,000","82,433",드라마,15세이상관람가,일반영화
459,462.0,롤러코스터,하정우,(주)판타지오픽쳐스,씨제이이앤엠(주),2013-10-17,개봉영화,장편,한국,374,"1,913,087,600","270,148","610,177,000","81,230",코미디,15세이상관람가,일반영화
460,463.0,악질경찰,이정범,"청년필름(주),다이스필름(주)",워너브러더스 코리아(주),2019-03-20,개봉영화,장편,한국,833,"2,256,615,278","262,233","543,947,088","61,930",범죄,청소년관람불가,일반영화
461,464.0,함정,권형진,(주)데이드림,(주)인벤트스톤,2015-09-10,개봉영화,장편,한국,445,"2,088,685,200","257,716","411,417,600","50,477",스릴러,청소년관람불가,일반영화
462,465.0,기묘한 가족,이민재,씨네주 유한회사,메가박스중앙(주)플러스엠,2019-02-13,개봉영화,장편,한국,625,"2,062,904,275","256,202","465,060,345","56,391",코미디,12세이상관람가,일반영화
463,466.0,밤의 여왕,김제영,"(주)영화사아이비젼,(유)밤의여왕문화산업전문회사",(주)인벤트스톤,2013-10-17,개봉영화,장편,한국,333,"1,762,892,500","252,475","513,568,000","69,050",멜로/로맨스,15세이상관람가,일반영화
464,467.0,불신지옥,이용주,(주)영화사아침,(주)쇼박스,2009-08-12,개봉영화,장편,한국,237,"1,818,156,353","251,314","551,869,000","72,073",미스터리,15세이상관람가,일반영화
465,468.0,비밀은 없다,이경미,"(주)영화사거미,필름트레인",씨제이이앤엠(주),2016-06-23,개봉영화,장편,한국,502,"2,027,801,239","250,650","576,619,139","68,878",스릴러,청소년관람불가,일반영화
466,469.0,적과의 동침,박건용,(주)알지엔터웍스,(주)쇼박스,2011-04-27,개봉영화,장편,한국,391,"1,740,340,000","243,094","558,480,500","74,511",드라마,12세이상관람가,일반영화
467,470.0,미옥,이안규,(주)영화사 소중한,(주)키다리이엔티,2017-11-09,개봉영화,장편,한국,635,"1,897,705,564","238,587","520,190,864","63,596",범죄,청소년관람불가,일반영화
468,471.0,강철대오:구국의 철가방,육상효,스페이스엠(주),롯데쇼핑㈜롯데엔터테인먼트,2012-10-25,개봉영화,장편,한국,366,"1,614,867,156","233,211","501,037,128","71,509",코미디,15세이상관람가,일반영화
469,472.0,어느날,이윤기,(주)인벤트스톤,"오퍼스픽쳐스(유),CGV아트하우스",2017-04-05,개봉영화,장편,한국,532,"1,827,370,582","232,016","566,199,082","69,068",멜로/로맨스,15세이상관람가,일반영화
470,474.0,폐가,이철하,"데이지엔터테인먼트,HY Films",(주)시너지하우스 (시너지),2010-08-19,개봉영화,장편,한국,160,"1,611,889,133","229,610","330,786,500","43,876",공포(호러),15세이상관람가,일반영화
471,475.0,순정,이은희,(주)주피터필름,(주)리틀빅픽쳐스,2016-02-24,개봉영화,장편,한국,467,"1,643,792,033","229,059","507,428,633","65,385",드라마,12세이상관람가,일반영화
472,476.0,치즈인더트랩,김제영,(주)마운틴무브먼트스토리,(주)리틀빅픽쳐스,2018-03-14,개봉영화,장편,한국,364,"1,890,873,700","229,005","557,695,800","65,340",멜로/로맨스,15세이상관람가,일반영화
473,477.0,분노의 윤리학,박명랑,"(주)티피에스컴퍼니,(주)사람엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2013-02-21,개봉영화,장편,한국,302,"1,654,554,000","224,891","516,562,000","68,651",스릴러,청소년관람불가,일반영화
474,478.0,마마,최익환,"씨네주(유),㈜더드림앤드픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,2011-06-01,개봉영화,장편,한국,269,"1,533,830,500","222,731","427,065,500","59,189",드라마,12세이상관람가,일반영화
475,479.0,우리 집에 왜 왔니,황수아,㈜어거스트,롯데쇼핑㈜롯데엔터테인먼트,2009-04-09,개봉영화,장편,한국,211,"1,427,488,305","219,962","490,008,000","72,204",드라마,15세이상관람가,일반영화
476,480.0,1급기밀,홍기선,"(주)미인픽쳐스,(주)미디어모굴",(주)리틀빅픽쳐스,2018-01-24,개봉영화,장편,한국,512,"1,720,083,300","217,803","406,282,500","50,330",드라마,12세이상관람가,일반영화
477,481.0,나는 공무원이다,구자홍,마포필름,(주)넥스트엔터테인먼트월드(NEW),2012-07-12,개봉영화,장편,한국,278,"1,535,913,500","217,493","429,380,000","57,654",코미디,전체관람가,일반영화
478,482.0,속닥속닥,최상훈,"(주)파이브데이,꿀잼컴퍼니(주)",(주)그노스,2018-07-13,개봉영화,장편,한국,314,"1,900,914,300","217,444","342,387,100","36,960",공포(호러),15세이상관람가,일반영화
479,483.0,연애의 맛,김아론,(주)청우필름,"(주)와우픽쳐스,(주)쇼박스",2015-05-07,개봉영화,장편,한국,398,"1,706,805,153","212,154","382,376,253","45,698",멜로/로맨스,청소년관람불가,일반영화
480,484.0,자칼이 온다,배형준,(주)노마드필름,롯데쇼핑㈜롯데엔터테인먼트,2012-11-15,개봉영화,장편,한국,300,"1,430,079,500","210,278","457,094,500","62,744",코미디,15세이상관람가,일반영화
481,485.0,덕수리 5형제,전형준,㈜기억속의매미,롯데쇼핑㈜롯데엔터테인먼트,2014-12-04,개봉영화,장편,한국,346,"1,560,183,200","206,953","363,798,600","45,578",코미디,15세이상관람가,일반영화
482,486.0,코알라 키드 : 영웅의 탄생,이경호,"㈜디지아트프로덕션,더 애니메이션 픽쳐 컴퍼니",롯데쇼핑㈜롯데엔터테인먼트,2012-01-12,개봉영화,장편,한국,234,"1,434,535,500","205,579","344,989,500","48,695",애니메이션,전체관람가,일반영화
483,487.0,남과 여,이윤기,(주)영화사봄,(주)쇼박스,2016-02-25,개봉영화,장편,한국,449,"1,651,122,533","203,775","598,578,633","72,223",멜로/로맨스,청소년관람불가,일반영화
484,488.0,비스트,이정호,(주)스튜디오앤뉴,(주)넥스트엔터테인먼트월드(NEW),2019-06-26,개봉영화,장편,한국,737,"1,596,148,590","202,007","393,815,760","47,676",범죄,15세이상관람가,일반영화
485,489.0,페스티발,이해영,"(주)영화사아침,(주)타이거픽쳐스",(주)시너지하우스 (시너지),2010-11-18,개봉영화,장편,한국,233,"1,541,834,737","200,123","533,152,500","65,753",코미디,청소년관람불가,일반영화
486,490.0,어린 의뢰인,장규성,이스트드림시노펙스(주),롯데컬처웍스(주)롯데엔터테인먼트,2019-05-22,개봉영화,장편,한국,671,"1,631,919,600","198,211","384,717,140","45,008",드라마,12세이상관람가,일반영화
487,491.0,언니,임경택,"필름에이픽쳐스,(유)조이앤시네마","(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-01-01,개봉영화,장편,한국,530,"1,746,373,250","197,134","360,066,100","40,427",액션,청소년관람불가,일반영화
488,492.0,투혼,김상진,"㈜감독의집,(주)시네마제니스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-10-06,개봉영화,장편,한국,356,"1,336,010,500","193,724","351,391,000","47,396",드라마,전체관람가,일반영화
489,493.0,언더독,"오성윤,이춘백",(주)오돌또기,(주)넥스트엔터테인먼트월드(NEW),2019-01-16,개봉영화,장편,한국,612,"1,485,934,830","193,484","420,191,450","50,913",애니메이션,전체관람가,일반영화
490,494.0,응징자,신동엽,(주)엔브릭스,(주)인벤트스톤,2013-10-30,개봉영화,장편,한국,305,"1,388,412,500","192,347","364,187,000","48,291",액션,청소년관람불가,일반영화
491,495.0,런닝맨 : 풀룰루의 역습,윤준상,(주)로커스,(주)넥스트엔터테인먼트월드(NEW),2018-12-05,개봉영화,장편,한국,511,"1,414,494,750","186,324","233,597,650","28,810",애니메이션,전체관람가,일반영화
492,496.0,우상,이수진,"리 공동체 영화사,(주)바른손",CGV아트하우스,2019-03-20,개봉영화,장편,한국,900,"1,581,839,728","183,784","534,386,118","59,765",스릴러,15세이상관람가,일반영화
493,497.0,마이 리틀 히어로,김성훈,굿초이스컷픽쳐스(주),씨제이이앤엠(주),2013-01-09,개봉영화,장편,한국,341,"1,286,203,128","183,650","358,976,628","49,040",드라마,전체관람가,일반영화
494,498.0,아빠가 여자를 좋아해,이광재,(주)하리마오픽쳐스,(주)쇼박스,2010-01-14,개봉영화,장편,한국,283,"1,264,356,155","177,535","349,074,500","45,922",멜로/로맨스,12세이상관람가,일반영화
495,499.0,채비,조영준,(주)26컴퍼니,오퍼스픽쳐스(유),2017-11-09,개봉영화,장편,한국,480,"1,249,977,864","175,889","320,185,164","43,533",드라마,12세이상관람가,일반영화
496,500.0,톱스타,박중훈,영화사 문(주),롯데쇼핑㈜롯데엔터테인먼트,2013-10-24,개봉영화,장편,한국,397,"1,194,180,500","175,152","391,021,500","55,093",드라마,15세이상관람가,일반영화
497,501.0,두번할까요,박용집,(주)영화사울림,(주)리틀빅픽쳐스,2019-10-17,개봉영화,장편,한국,658,"1,449,660,120","174,938","369,483,800","43,186",코미디,15세이상관람가,일반영화
498,502.0,아빠를 빌려드립니다,김덕수,"(주)이스트스카이필름,(주)어뮤즈엔터테인먼트","메가박스중앙(주)플러스엠,(주)레드로버",2014-11-20,개봉영화,장편,한국,326,"1,188,673,500","172,445","320,981,200","44,487",코미디,12세이상관람가,일반영화
